#Tail	Head	PosReg	NegReg	ID
pid_164036;pid_21284	pid_163751	None	None	pid_164035
pid_22522	pid_74307	None	None	pid_120621
pid_3114;pid_3121	pid_3110;pid_3119	pid_3251	None	pid_3245
pid_62956;pid_95022	pid_95029	None	None	pid_95021
pid_12277	pid_120612	pid_120630	None	pid_120626
pid_7422;pid_7888	pid_7891	None	None	pid_7887
None	pid_13084	pid_12830	None	pid_013086
None	pid_13035	pid_12940	None	pid_013083
None	pid_16257	pid_140428	pid_140363	pid_140426
pid_122195	pid_72906	None	None	pid_135460
pid_134916	pid_135238	pid_135467	None	pid_135463
None	pid_33013	pid_32925	None	pid_33012
pid_13890;pid_88321	pid_88325	None	None	pid_88320
pid_126934;pid_126936;pid_14453	pid_126938	None	None	pid_126933
pid_62335	pid_79778	pid_26656	None	pid_80134
pid_42764	pid_134359	pid_134439;pid_134333	None	pid_134596
pid_71413	pid_134461	pid_134333	None	pid_134592
pid_149117	pid_149302	pid_149316	None	pid_149312
None	pid_134348	pid_134421	None	pid_134590
None	pid_38522	pid_48200;pid_18180	None	pid_83112
pid_21284	pid_21285	pid_39575	None	pid_159215
pid_98588;pid_98669;pid_98670	pid_98671	None	None	pid_98668
None	pid_729	pid_65855	None	pid_0172227
None	pid_10409	pid_68560	None	pid_068559
pid_171482;pid_171485	pid_171489	None	pid_171500	pid_171481
pid_120375;pid_120449	pid_120450	None	None	pid_120448
pid_4928	pid_4936	pid_14145	None	pid_71433
pid_26307	pid_26270;pid_26645;pid_8546	pid_26656	None	pid_26644
pid_53749	pid_71439	pid_9317;pid_71350	None	pid_71438
None	pid_105726	pid_105746	None	pid_0105745
None	pid_16880	pid_24893	None	pid_081222
None	pid_89158	pid_89059	None	pid_89157
pid_5709	pid_132222	pid_159075	None	pid_159071
None	pid_73341	pid_917;pid_72906	None	pid_73340
pid_126506	pid_132357	pid_20884;pid_20887	None	pid_132356
pid_165598	pid_165620	pid_16174	None	pid_165619
pid_8600	pid_165346;pid_165348	pid_165354	None	pid_165345
pid_173094	pid_173095	pid_173102;pid_173099	pid_173105	pid_173093
pid_64128	pid_80794	pid_80682	None	pid_80793
pid_44803	pid_110574	pid_112465	None	pid_112513
pid_14061	pid_42051	pid_42087	None	pid_42083
pid_12062	pid_9317	None	None	pid_39861
pid_114056	pid_113797	pid_34172	pid_114969	pid_114964
pid_126527;pid_126670	pid_126672	None	None	pid_126669
pid_170684	pid_170688	pid_170694	None	pid_170683
pid_41471	pid_41455	pid_11895;pid_12411	None	pid_68440
pid_169075	pid_169077	pid_169081	None	pid_169074
pid_14275	pid_70181	pid_116120	None	pid_116239
pid_62982	pid_63216	pid_16035	None	pid_63215
None	pid_82798	pid_44102;pid_48259	None	pid_82797
None	pid_82792	pid_48161	None	pid_82791
pid_173121;pid_35459;pid_53532;pid_9104	pid_173324	None	None	pid_173323
pid_145706;pid_153602;pid_153606	pid_153674	None	None	pid_153684
pid_80867	pid_33538	pid_9379	None	pid_80866
pid_42862;pid_42881	pid_42701	None	None	pid_42880
pid_160276	pid_160518	pid_14047	pid_160384	pid_160832
pid_3464	pid_12411	pid_170355	None	pid_170351
None	pid_106220	pid_105729	None	pid_0106222
pid_34770	pid_34771	pid_34528	None	pid_34769
pid_45230	pid_45314	pid_42127	None	pid_45356
pid_29325	pid_29157	pid_28974;pid_28965	None	pid_29324
None	pid_36185	pid_118359	None	pid_0118367
pid_28053	pid_27827	pid_26307	None	pid_28052
pid_26325	pid_47506	pid_26240;pid_47514	None	pid_137221
pid_35546;pid_58296	pid_58365	None	None	pid_58394
pid_102203;pid_24939	pid_102204	None	None	pid_102202
pid_18498;pid_21285;pid_74623;pid_74628	pid_74504;pid_74596	None	None	pid_162341
pid_62300	pid_61692	None	None	pid_62299
None	pid_77861	pid_110804	None	pid_0159827
pid_13836;pid_14079;pid_3114	pid_13867;pid_13871;pid_14091;pid_3119	None	None	pid_14078
None	pid_89371	pid_109895;pid_910;pid_70966	None	pid_110111
pid_40110	pid_40113	pid_40118	None	pid_40109
pid_47719;pid_60286	pid_60522	None	None	pid_60521
pid_34487;pid_35229	pid_35228	None	None	pid_35386
pid_109944;pid_109950;pid_18180	pid_109950;pid_109953	None	None	pid_109943
pid_24769;pid_62034	pid_62037	None	None	pid_62033
pid_14804	pid_172060	pid_729	None	pid_172059
None	pid_5540	pid_60634	None	pid_0122066
pid_88685	pid_3464	pid_172031	None	pid_172052
None	pid_24739	pid_59722	None	pid_059808
pid_47590	pid_62000	pid_34172	None	pid_114589
pid_52389	pid_97709;pid_97713	pid_97721;pid_8546	None	pid_97708
None	pid_52389	pid_163361	None	pid_163768
pid_97784;pid_98062	pid_98064	None	None	pid_98061
pid_9743	pid_9586	pid_110778	None	pid_110808
pid_147825;pid_163698	pid_146298	None	None	pid_163762
pid_168554	pid_168555	pid_168364	pid_168506	pid_168938
pid_33838	pid_33682	pid_33615	None	pid_33837
pid_33831	pid_33486	pid_28446	None	pid_33830
pid_86238	pid_86175	pid_85907	None	pid_86237
pid_149376	pid_149138	None	None	pid_149375
pid_58642	pid_58651;pid_59046	pid_35887	None	pid_59045
None	pid_9822	pid_131921	None	pid_0131920
pid_30985;pid_31040	pid_31064	None	None	pid_31063
pid_22786	pid_22789	pid_8073;pid_22264	None	pid_23036
pid_9730	pid_9733	pid_9273	None	pid_9729
pid_9725	pid_9395	pid_9605	None	pid_9724
None	pid_52733	None	pid_134117	pid_0134159
pid_45825	pid_45845;pid_45849;pid_45852	None	None	pid_45824
pid_98393;pid_98997	pid_98449	None	None	pid_98996
None	pid_140631	pid_140277	None	pid_140630
pid_135674;pid_135681	pid_135682	None	None	pid_135673
pid_163405;pid_7824	pid_163590	None	None	pid_163589
pid_14308	pid_21965	pid_21972	None	pid_21964
pid_98393;pid_98400	pid_98403	None	None	pid_98392
pid_61877	pid_61878	pid_61692	None	pid_61876
None	pid_141533	pid_141446	None	pid_141616
None	pid_16028	pid_146298	None	pid_146496
pid_40364	pid_14271	pid_47471	None	pid_47467
pid_12116;pid_172411	pid_172445	None	None	pid_172444
pid_33622	pid_33625	pid_33515	None	pid_33621
pid_66968	pid_66903	pid_67106;pid_67003	None	pid_67101
None	pid_88315	pid_13890	None	pid_088317
pid_50526	pid_50529	pid_31598	None	pid_50772
pid_50992	pid_50583	pid_50529	pid_21562	pid_50991
pid_40110	pid_50777	pid_50782	None	pid_50776
pid_163397	pid_163476	None	None	pid_163475
None	pid_74020	pid_917;pid_72906	None	pid_74019
None	pid_5491	pid_158881	None	pid_0158880
pid_14437;pid_3114	pid_14471;pid_3119	pid_106449	None	pid_106443
None	pid_16880	pid_3110	None	pid_0127278
pid_71540	pid_71887	None	None	pid_71886
pid_24768	pid_71230	pid_71235	None	pid_71229
None	pid_15760	None	pid_50438	pid_0159210
None	pid_24683	pid_3110	None	pid_0159213
None	pid_5603	pid_5606	None	pid_0170672
pid_154;pid_164;pid_225;pid_420	pid_154;pid_382;pid_426	None	None	pid_611
pid_4928	pid_4936	pid_35379	None	pid_131199
None	pid_24521	pid_24258	None	pid_024523
None	pid_82088	pid_100547	None	pid_169514
pid_78842	pid_78846	pid_80840;pid_13871	None	pid_81019
pid_9316	pid_9317	pid_11799	None	pid_81015
pid_25011;pid_3114	pid_24893;pid_3119	pid_161421	None	pid_161721
pid_7375;pid_8098	pid_8101	None	None	pid_8097
pid_20566;pid_95670	pid_95627	None	None	pid_95703
None	pid_7435	pid_7485	None	pid_8093
pid_50971;pid_65760	pid_65702	None	None	pid_65828
pid_83366;pid_91026	pid_91030	pid_28821	None	pid_91025
None	pid_80913	pid_80916	None	pid_080915
pid_65290	pid_65309	pid_23019	None	pid_65357
pid_65265	pid_22431	None	None	pid_65354
None	pid_84076	pid_84257	None	pid_084256
None	pid_55930	pid_55621	None	pid_055932
pid_159652;pid_47700	pid_160056	None	None	pid_160055
pid_7375;pid_7404	pid_7407	None	None	pid_7403
None	pid_287	pid_249	None	pid_0733
pid_25011;pid_3114	pid_26656;pid_3119	pid_156805	None	pid_156799
pid_68631	pid_68383	pid_4986	None	pid_68630
pid_4928	pid_4936	pid_64116	None	pid_64197
pid_28971	pid_28974	pid_28965	None	pid_28970
pid_25011;pid_3114	pid_26656;pid_3119	pid_3395	None	pid_156791
pid_5715	pid_9559	pid_158713;pid_113918	None	pid_158938
None	pid_12886	pid_52453	None	pid_52451
pid_143132;pid_20951;pid_20952	pid_143615	None	None	pid_143614
None	pid_28821	pid_90825	None	pid_090925
pid_121305;pid_16754	pid_121331	None	None	pid_121476
pid_20887	pid_144400	pid_144405	None	pid_144399
pid_173094;pid_24610	pid_173154	None	None	pid_173153
pid_50992	pid_50583	pid_58251	None	pid_58941
None	pid_55845	pid_121434;pid_55785	None	pid_133591
pid_58746;pid_58950	pid_58896	None	None	pid_58949
None	pid_133845	pid_121434;pid_55785	None	pid_133844
pid_107343;pid_60252	pid_107795	None	None	pid_107794
None	pid_55829	pid_121374	None	pid_0121481
None	pid_55829	pid_121301	None	pid_0121480
pid_12009;pid_3114	pid_12013;pid_3119	pid_34957	None	pid_34951
None	pid_53620	pid_26924	None	pid_0104525
None	pid_84793	pid_84798;pid_84583	None	pid_84792
pid_47625;pid_70584	pid_70933	pid_70592	None	pid_70932
pid_105866;pid_105867	pid_105870	None	None	pid_105865
pid_21106	pid_21108	pid_29157	None	pid_29153
pid_52632	pid_52334	pid_33486	None	pid_52631
pid_20211;pid_20591;pid_48907	pid_20435	None	None	pid_48906
pid_118493	pid_118496	pid_118391	None	pid_118492
pid_107171;pid_60110	pid_107430	None	None	pid_107429
pid_33608	pid_102143	pid_33615	None	pid_102142
pid_5366	pid_5240	pid_4936	None	pid_5365
pid_164600;pid_21928	pid_164733	None	None	pid_164754
pid_15955	pid_16212	pid_16250	None	pid_16246
pid_171482;pid_171749	pid_171753	None	None	pid_171748
None	pid_71270	pid_71273	None	pid_071272
None	pid_16241	pid_15968	None	pid_16240
pid_38522;pid_38556	pid_38695	None	None	pid_38873
pid_171518;pid_49562	pid_171576	pid_171529	None	pid_171741
pid_38616;pid_38878	pid_38881	None	None	pid_38877
None	pid_38653	pid_38529	None	pid_38652
pid_34109;pid_34276	pid_34129	None	None	pid_34379
pid_65964	pid_18819	pid_65927	None	pid_65963
pid_8623	pid_90206	pid_12191	None	pid_90205
pid_34161	pid_70181	pid_161405	None	pid_161401
None	pid_22291	None	pid_94950	pid_95467
pid_145424	pid_145201	pid_145923	None	pid_145919
None	pid_82469	pid_82834	None	pid_83308
None	pid_122412	pid_147848	None	pid_148164
pid_145447	pid_145449	pid_99549	None	pid_145446
None	pid_117606	None	pid_17244	pid_0117608
None	pid_262	pid_72906	pid_22674	pid_73484
pid_12604	pid_115899	pid_9379	None	pid_154144
None	pid_73959	pid_917;pid_140311	None	pid_140397
None	pid_105919	pid_105808	None	pid_0105921
pid_12552	pid_24171	pid_24258;pid_9586	None	pid_24254
None	pid_105726	pid_105926	None	pid_0105925
pid_24610;pid_24785	pid_24788	None	None	pid_24784
None	pid_27816	pid_27808	None	pid_28204
pid_88685	pid_3464	pid_88689	None	pid_88684
None	pid_28982	pid_28965	None	pid_028984
pid_149117	pid_149417	pid_24196	None	pid_149416
pid_59577;pid_59727	pid_59729	None	None	pid_59726
pid_39300;pid_39303;pid_9696	pid_39336	None	pid_39358;pid_39354	pid_39299
pid_145706;pid_99549	pid_145707	None	None	pid_145705
pid_132279;pid_132281;pid_132283	pid_132305;pid_132503;pid_26794	pid_132293;pid_132418	None	pid_132502
pid_103235;pid_103238	pid_103239	pid_103203	None	pid_103234
pid_60197;pid_99515	pid_99741	None	None	pid_99740
None	pid_20518	pid_20522	None	pid_020521
None	pid_20518	pid_20504	None	pid_020520
pid_18584	pid_50956	pid_77676	None	pid_77672
pid_41339	pid_41312	pid_28129	None	pid_41338
pid_29102	pid_58729	pid_77580;pid_77615	None	pid_77677
pid_39823	pid_114178	pid_39575	None	pid_114177
pid_5646	pid_14220	pid_12013	None	pid_14247
pid_33490	pid_154505	pid_104540	None	pid_154552
pid_7513	pid_159879	pid_9525	None	pid_159878
pid_50568	pid_50571	pid_50575	None	pid_50567
pid_21889;pid_60115	pid_99639	None	None	pid_99638
pid_9522	pid_58234	pid_58238	None	pid_58233
None	pid_27860	pid_79937	None	pid_0160119
None	pid_16382	pid_64566	None	pid_141372
None	pid_287	pid_599	None	pid_0598
None	pid_141378	pid_141382	None	pid_141377
pid_66902	pid_66903	pid_66910	None	pid_66901
pid_35894	pid_35676	pid_114015	None	pid_114394
None	pid_74040	pid_52347	None	pid_146307
pid_107513;pid_9649	pid_167556	None	None	pid_167589
pid_81226	pid_81228	pid_80754	None	pid_81225
pid_22552	pid_22557;pid_22559	None	None	pid_22551
pid_24610;pid_24646	pid_24645	None	None	pid_24929
pid_14107	pid_13893	pid_131345	None	pid_131341
pid_44785	pid_44750	pid_12013	None	pid_131348
pid_7375;pid_7440	pid_7439	None	None	pid_8112
pid_7375;pid_7394	pid_7393	None	None	pid_8039
None	pid_89249	pid_89059	None	pid_89248
pid_90194	pid_172792	pid_172430	None	pid_172791
pid_79793;pid_80064	pid_79880	None	None	pid_80063
pid_36278	pid_36284	pid_12297;pid_36295;pid_36291;pid_36299	None	pid_36277
pid_21797	pid_57865	pid_14047	None	pid_57864
pid_89059	pid_89304	pid_910;pid_5323	None	pid_89303
pid_20792;pid_44668	pid_44679	None	None	pid_44678
pid_40311	pid_40339	pid_40057	None	pid_40310
pid_173985;pid_49428	pid_173959	pid_11895	None	pid_173984
pid_118709;pid_4877	pid_118714	None	None	pid_118708
pid_131874;pid_9657	pid_131880	None	None	pid_139964
pid_14105	pid_13890	pid_88397	None	pid_88456
pid_7375;pid_7452	pid_7455	None	None	pid_7451
pid_118664	pid_4832	pid_110583	None	pid_118702
pid_122940;pid_123068;pid_123070;pid_46520	pid_122975;pid_18709	None	None	pid_123067
pid_129766;pid_60096	pid_166989	None	None	pid_166988
None	pid_84579	pid_84766;pid_84583	None	pid_84763
None	pid_44102	None	pid_122076	pid_0122546
None	pid_44102	pid_62956	None	pid_0122545
None	pid_123146	None	pid_122821	pid_0123148
pid_86637;pid_90981;pid_91140	pid_110388	pid_110497	None	pid_110491
pid_75067;pid_90169	pid_90148;pid_90170	pid_90260	None	pid_90254
None	pid_84579	pid_84844;pid_84583	None	pid_84941
pid_147979;pid_163899	pid_163405	None	None	pid_163934
pid_16000	pid_135135	pid_45410;pid_917	None	pid_135195
pid_98092	pid_97853	pid_77562	None	pid_98236
pid_71777	pid_71582	pid_118644;pid_118405	None	pid_118640
pid_9337	pid_78907	pid_22008	None	pid_78906
pid_97919	pid_97930	pid_97833	None	pid_97918
pid_165157	pid_165137;pid_165152	pid_165304;pid_165260	None	pid_165298
None	pid_82088	pid_172430;pid_74944	None	pid_172857
pid_5646	pid_114484	pid_78846	None	pid_172584
pid_106903;pid_167636	pid_167621	None	None	pid_167635
None	pid_38526	pid_74504	pid_74596	pid_74593
None	pid_15964	pid_72981	pid_73567	pid_73564
None	pid_16174	pid_94889;pid_917	pid_95048	pid_95044
pid_30653	pid_22522;pid_22987	pid_23002	None	pid_120606
pid_90035	pid_90036	pid_89906	None	pid_90034
pid_3114;pid_3121	pid_3110;pid_3119	pid_3233	None	pid_3227
None	pid_149111	pid_148927	None	pid_0149113
pid_72906	pid_135022	pid_135453;pid_917	None	pid_135448
None	pid_16000	pid_140265	None	pid_140407
pid_78842	pid_78846	pid_14019;pid_129872;pid_21561;pid_82404	None	pid_130125
pid_135078;pid_5484	pid_135111	None	None	pid_135442
pid_140324	pid_140277	pid_5402	None	pid_140401
pid_85219	pid_85237	pid_85287	None	pid_85283
pid_14105	pid_88305	pid_45424;pid_88310	None	pid_88304
pid_7475;pid_84583	pid_165594	pid_33766	None	pid_165983
None	pid_16880	pid_145622	None	pid_0145621
None	pid_21106	pid_29164;pid_55621	None	pid_55712
pid_144896	pid_144899	pid_45194	None	pid_144895
None	pid_55718	pid_55621	None	pid_55717
None	pid_12765	pid_12885	None	pid_013038
None	pid_65850	None	pid_97675	pid_097674
pid_100448	pid_148340	pid_148399	None	pid_148395
pid_37757;pid_37993	pid_37996	None	None	pid_37992
pid_56430	pid_56488	None	None	pid_56487
pid_49581	pid_8633	pid_128203;pid_12411	None	pid_128199
pid_3464	pid_12411	pid_106312	None	pid_106308
pid_88626;pid_98650	pid_98438;pid_98657	pid_98663	None	pid_98649
pid_25011;pid_3114	pid_26656;pid_3119	pid_26668	None	pid_26662
pid_14061	pid_42051	pid_42238	None	pid_42316
None	pid_13887	pid_36242	None	pid_036606
pid_107660;pid_60110	pid_107667	None	None	pid_107659
pid_158616	pid_159093	pid_4936	None	pid_159092
pid_9413	pid_67090	pid_66875	None	pid_67089
None	pid_73815	pid_917;pid_72906	None	pid_73814
None	pid_13887	pid_9317	None	pid_036501
None	pid_13887	pid_36400	None	pid_036503
pid_24613;pid_59180	pid_75018	None	None	pid_75243
pid_165337	pid_165083	None	None	pid_165368
pid_24675;pid_59180	pid_75249	pid_74944	None	pid_75248
pid_44803	pid_110574	pid_112358	None	pid_112536
pid_11779	pid_113764	pid_114950	pid_113804	pid_114946
pid_12282;pid_20846	pid_20814;pid_20864	None	None	pid_20845
None	pid_94426	pid_100547	None	pid_169094
pid_42114;pid_4986	pid_68460	pid_25217	None	pid_68468
pid_84040;pid_84258	pid_84257	None	None	pid_84302
pid_39524;pid_9117	pid_39649	None	pid_26834	pid_39849
pid_28446	pid_27974;pid_3125	pid_119292	None	pid_119287
None	pid_82226	None	pid_48142	pid_82225
pid_21797;pid_70577;pid_70822;pid_80698;pid_80849	pid_80851	None	None	pid_80848
None	pid_5079	pid_917;pid_72906	None	pid_73967
None	pid_28943	pid_128370	None	pid_0128369
pid_40432	pid_40448	pid_40061	None	pid_160855
pid_30676	pid_18625	pid_9793	None	pid_30675
None	pid_96191	pid_30778	None	pid_0106206
None	pid_96191	pid_106009	None	pid_0106207
pid_60154;pid_99515	pid_99518	None	None	pid_99514
pid_13890;pid_74216	pid_102555	None	None	pid_102554
pid_8548	pid_39596	pid_9317	None	pid_39595
pid_154887;pid_154890;pid_154900;pid_154949;pid_155039;pid_155404	pid_154906;pid_154943;pid_155407	None	None	pid_155403
pid_45952	pid_37896;pid_45986	pid_45880;pid_45888	None	pid_45985
pid_21526	pid_21528	pid_21533	None	pid_21525
pid_9133	pid_12191	pid_12411	None	pid_28071
pid_25011;pid_3114	pid_26656;pid_3119	pid_81005	None	pid_156812
None	pid_89500	pid_89059	None	pid_89499
pid_29270;pid_30716	pid_30719;pid_9802	pid_30727	None	pid_30715
None	pid_14019	pid_107277	None	pid_0167745
pid_158957	pid_33538	pid_9379	None	pid_158956
pid_18249;pid_18429;pid_18899	pid_18248;pid_18902	None	None	pid_18898
pid_112311;pid_53532;pid_9054	pid_112324	None	None	pid_112393
None	pid_38526	pid_74504	pid_162113	pid_162326
pid_56062;pid_56435	pid_56246	None	None	pid_56434
None	pid_38526	pid_74666	None	pid_162321
pid_5193	pid_5194;pid_5198	pid_5064	None	pid_5192
pid_24768	pid_71457	pid_96216	None	pid_96343
None	pid_92277	pid_153246	None	pid_0153362
pid_60507	pid_12030;pid_60513;pid_60514;pid_9054	None	None	pid_60506
None	pid_50884	pid_50716	None	pid_050886
pid_60389	pid_26325	None	None	pid_60502
pid_109966;pid_109971	pid_109972	None	None	pid_109965
None	pid_20498	pid_77467	None	pid_077476
pid_66024	pid_65664	None	None	pid_66023
pid_50526	pid_50529	pid_50556;pid_50534	None	pid_50525
None	pid_168874	pid_35739;pid_7523;pid_168304	None	pid_168873
pid_65766	pid_65836	pid_66034;pid_40417	None	pid_66029
pid_68387;pid_77249	pid_77220	None	None	pid_77248
pid_30985;pid_31106	pid_31109	None	None	pid_31105
None	pid_5603	pid_5606	None	pid_05605
pid_65290	pid_65309	pid_23019	None	pid_79529
None	pid_9034	pid_9037	None	pid_09036
None	pid_77013	pid_49416	None	pid_0171589
None	pid_34750	None	pid_109895	pid_0109994
None	pid_109989	pid_109904	None	pid_0109991
None	pid_42653	pid_163361;pid_160334	None	pid_163740
pid_116727	pid_116694	pid_116670	None	pid_116726
pid_77666	pid_77562	pid_97871	pid_97784	pid_98003
None	pid_38530	pid_163751	None	pid_163749
None	pid_48337	None	pid_64566	pid_141586
pid_171908	pid_171916	None	None	pid_171915
None	pid_12765	pid_12228	None	pid_012767
pid_149117;pid_149210	pid_149280	None	None	pid_149601
None	pid_146127	pid_52347	None	pid_146126
None	pid_149263	pid_24490	None	pid_149607
pid_58746	pid_58642	pid_21728	None	pid_59063
pid_149263	pid_149138	pid_24180	pid_24370;pid_149332	pid_149356
None	pid_5391	pid_5133	None	pid_05393
pid_149351	pid_149226	pid_8623	None	pid_149350
pid_22876	pid_22426	pid_23019	None	pid_23015
None	pid_7555	pid_132315	pid_132325	pid_132313
pid_38071	pid_38074	pid_45810	None	pid_45806
pid_154864;pid_154943;pid_154965	pid_154862;pid_154969	None	None	pid_154942
pid_32989	pid_40130	pid_40035	None	pid_40129
pid_106881;pid_106887	pid_106888	None	None	pid_106880
pid_30728	pid_80116	pid_5292;pid_106397	None	pid_135836
pid_135831	pid_135681	pid_9379	None	pid_135830
None	pid_41441	pid_154484	None	pid_0154752
None	pid_141639	pid_64566	None	pid_141638
None	pid_28251	pid_154724	None	pid_0154754
pid_172422	pid_172406	None	None	pid_172465
pid_12804;pid_12815	pid_12830	None	None	pid_12803
pid_25019;pid_70592	pid_70917	pid_24775	None	pid_70990
None	pid_21614	pid_61384	None	pid_061567
pid_70592	pid_70644	None	None	pid_70731
pid_70044	pid_70058	pid_70067	None	pid_70043
pid_110397;pid_35305	pid_110403	None	None	pid_110396
None	pid_70740	pid_70743;pid_39828;pid_910;pid_70751;pid_45250	pid_70755;pid_70757	pid_70739
pid_50526	pid_50529	pid_31627	None	pid_50719
pid_18361;pid_4894	pid_18394	None	None	pid_18360
None	pid_24506	pid_24365	None	pid_024508
None	pid_33070	pid_115810	None	pid_125732
pid_170534	pid_170537	pid_84377	None	pid_170533
pid_6603	pid_6619	pid_917;pid_6652	None	pid_6647
pid_12552	pid_8633	pid_55782;pid_24893	None	pid_125736
None	pid_16880	pid_108866	None	pid_0108865
pid_116678;pid_14856;pid_64120	pid_119702	None	None	pid_119701
pid_81073	pid_81075	pid_80682;pid_9317	None	pid_81072
pid_31768	pid_3125;pid_32242	pid_31685	None	pid_32241
pid_74291	pid_74295	None	None	pid_74290
pid_7422;pid_8073	pid_8076	None	None	pid_8072
pid_143254;pid_143456	pid_143344	None	None	pid_143455
None	pid_18151	pid_32925	None	pid_95729
pid_22876	pid_22426	pid_23019	None	pid_65370
pid_22872;pid_7754	pid_22876	None	None	pid_65374
pid_141964	pid_141969	pid_91159	None	pid_141963
pid_134039;pid_134041	pid_134038	None	None	pid_134127
pid_94055	pid_93946	None	None	pid_94054
pid_164;pid_202;pid_791	pid_491	None	None	pid_790
pid_110539;pid_96186	pid_110542	None	None	pid_110538
pid_25011;pid_3114	pid_26656;pid_3119	pid_32031	None	pid_156777
pid_3114;pid_9157	pid_3119;pid_9163	pid_31834;pid_8548;pid_32031;pid_8546	None	pid_32024
pid_96186	pid_110497	pid_48262	None	pid_110531
None	pid_97968	pid_97971	None	pid_097970
pid_39579	pid_39582	pid_28479;pid_36268	None	pid_106469
pid_50992	pid_50583	pid_143229	None	pid_143676
pid_109683	pid_109684	pid_109688	None	pid_109682
pid_106463	pid_106331	pid_12411	None	pid_106462
None	pid_83513	pid_39506	None	pid_158917
pid_4936	pid_39575	None	None	pid_158911
pid_135748;pid_135749;pid_135751;pid_135759	pid_135760	None	None	pid_135747
None	pid_24739	pid_110838	None	pid_0110946
pid_106986;pid_60205	pid_107225	None	None	pid_107224
pid_14107	pid_13893	pid_14063	None	pid_133863
None	pid_103203	pid_103398	None	pid_0103526
pid_135594	pid_106397	pid_135746	None	pid_135742
pid_105842	pid_105844	pid_105851	None	pid_105841
pid_22260;pid_22374	pid_22375	None	None	pid_22373
None	pid_16009	pid_15968	None	pid_16008
pid_53694;pid_70584	pid_70665	pid_70592	None	pid_70957
None	pid_52313	pid_52312	None	pid_52381
None	pid_16880	None	pid_21847	pid_021846
pid_52388	pid_52389;pid_52394	pid_52400;pid_52364	None	pid_52387
pid_95190	pid_95022	pid_95197	None	pid_95189
pid_9743	pid_9586	pid_78742	None	pid_78738
pid_115956	pid_44750	pid_12013	None	pid_115955
pid_8732	pid_21977	pid_21554	None	pid_78732
pid_131388	pid_131162	pid_35379	None	pid_131387
pid_18345;pid_18513	pid_18539	pid_9317;pid_9793	None	pid_18538
None	pid_135617	pid_100547	None	pid_169138
pid_169081	pid_169133	pid_169034	None	pid_169132
pid_5692	pid_5292;pid_5695	pid_5702	None	pid_5691
pid_5341	pid_5064;pid_5140;pid_5350	pid_4986;pid_4817	None	pid_5340
pid_148888;pid_148984;pid_62959	pid_148989;pid_148993;pid_63038	None	None	pid_148983
pid_164600;pid_164771;pid_164776	pid_164778	None	None	pid_164770
None	pid_149295	pid_24490	None	pid_0149298
pid_12277	pid_120746	pid_120815	None	pid_120811
pid_88626;pid_98581	pid_98348;pid_98588	None	None	pid_98580
None	pid_40224	pid_49416	None	pid_0171619
None	pid_16264	pid_16268	None	pid_16263
pid_124127;pid_59660	pid_124132	None	None	pid_124126
pid_38553;pid_38673	pid_38676	None	None	pid_38672
pid_13890;pid_9473	pid_88516	None	None	pid_88515
pid_96289;pid_96324	pid_110815	pid_128463	None	pid_128458
pid_58706;pid_58821;pid_58824	pid_58820	None	None	pid_58924
pid_81051	pid_80779	pid_128300	None	pid_128453
pid_171670;pid_49416	pid_171730	pid_171444	None	pid_171729
pid_34092;pid_34351	pid_34103	None	None	pid_34350
pid_5529	pid_5094	pid_5133	None	pid_5528
pid_4928	pid_4936	pid_38526	None	pid_39105
None	pid_11379	pid_24893	None	pid_0170254
pid_172263	pid_172230	pid_14444	None	pid_172262
None	pid_13887	None	pid_14006	pid_014005
None	pid_83323	pid_48161	None	pid_83322
pid_145830;pid_16602	pid_145867;pid_145938	None	None	pid_145937
pid_145424	pid_145201	pid_145923	None	pid_145930
None	pid_83330	pid_48161	None	pid_83329
None	pid_79591	pid_79966	None	pid_090276
pid_69062;pid_84583	pid_165799	None	None	pid_165798
None	pid_73323	pid_917;pid_140311	None	pid_140372
pid_117626	pid_154124	pid_154129	None	pid_154123
None	pid_140380	pid_140277	None	pid_140379
pid_53625	pid_21728;pid_71362	pid_8545	None	pid_71600
None	pid_105767	pid_105948	None	pid_0105947
pid_71252	pid_71608	pid_12224;pid_40061	None	pid_71607
pid_9802	pid_9321;pid_9379	pid_9807;pid_9061;pid_9183	None	pid_9801
None	pid_38653	pid_45195	None	pid_45473
None	pid_45477	pid_45230	None	pid_45476
pid_86642;pid_9236	pid_103163	None	None	pid_103217
pid_108877;pid_108906	pid_108838	None	None	pid_108976
None	pid_29225	pid_28940	None	pid_029227
None	pid_9822	pid_20450	None	pid_071835
None	pid_9822	None	pid_71837	pid_071836
None	pid_20498	pid_4936	None	pid_020500
pid_165380	pid_165167;pid_165425	pid_165262;pid_165260	None	pid_165424
pid_9101;pid_95824	pid_95572	None	None	pid_95823
pid_165412	pid_165354	None	None	pid_165421
pid_159;pid_185	pid_653	None	None	pid_676
None	pid_5603	pid_94371	None	pid_094370
pid_79768	pid_25011;pid_79773	pid_62000	None	pid_114156
pid_26317;pid_26794;pid_77382	pid_26317;pid_77279	None	None	pid_77381
pid_14519;pid_3114	pid_14471;pid_3119	pid_14527	None	pid_14518
None	pid_71023	pid_112100	None	pid_0112390
None	pid_42693	pid_32925	None	pid_95774
None	pid_20498	None	pid_30778	pid_0143198
None	pid_30522	pid_122248	pid_122076	pid_122246
